Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,-9999
Brad Ference,783,2007,27,CGY,D,5,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,1,0.0,59,11:46,ferenbr01
Matt Foy,784,2007,23,MIN,RW,9,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,6,0.0,65,7:11,foyma01
Colin Fraser,785,2007,22,CHI,C,1,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,,3,3:18,fraseco01
Mark Fraser,786,2007,20,NJD,D,7,0,0,0,-1,7,0.0,0,0,0,0,0,0,0,1,0.0,25,3:34,frasema01
Gabe Gauthier,787,2007,23,LAK,LW,5,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,6,0.0,50,9:57,gauthga01
Carsen Germyn,788,2007,24,CGY,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,17,8:26,germyca01
Steven Goertzen,789,2007,22,CBJ,RW,7,0,0,0,0,10,-0.1,0,0,0,0,0,0,0,1,0.0,37,5:21,goertst01
Lee Goren,790,2007,29,VAN,RW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,23,11:21,gorenle01
David Gove,791,2007,28,CAR,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,3,3:16,goveda01
Mikhail Grabovski,792,2007,23,MTL,C,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,5,0.0,40,13:18,grabomi01
Martin Grenier,793,2007,26,PHI,D,3,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,0,,14,4:40,grenima01
Nicklas Grossmann,794,2007,22,DAL,D,8,0,0,0,-1,4,0.1,0,0,0,0,0,0,0,8,0.0,103,12:49,grossni01
Jay Harrison,795,2007,24,TOR,D,5,0,0,0,-5,6,-0.4,0,0,0,0,0,0,0,3,0.0,42,8:22,harrija01
Darren Haydar,796,2007,27,ATL,RW,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,4,0.0,32,8:01,haydada01
Timo Helbling,797,2007,25,WSH,D,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,24,12:00,helblti01
Jamie Hunt,798,2007,22,WSH,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,6,6:01,huntja01
Matt Hussey,799,2007,27,DET,C,5,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,6,0.0,28,5:38,hussema01
Greg Jacina,800,2007,24,FLA,C,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,0.0,21,6:52,jacingr01
Tim Jackman,801,2007,25,LAK,RW,5,0,0,0,-1,10,-0.1,0,0,0,0,0,0,0,3,0.0,33,6:36,jackmti01
Jean-François Jacques,802,2007,21,EDM,LW,37,0,0,0,-11,33,-0.9,0,0,0,0,0,0,0,23,0.0,293,7:55,jacquje01
Jack Johnson,803,2007,20,LAK,D,5,0,0,0,-5,18,-0.3,0,0,0,0,0,0,0,5,0.0,107,21:23,johnsja02
Matt Keith,804,2007,23,CHI,RW,2,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,0,,19,9:33,keithma01
David Kočí,805,2007,25,CHI,LW,9,0,0,0,-3,88,-0.2,0,0,0,0,0,0,0,3,0.0,43,4:44,kocida01
Zenon Konopka,806,2007,26,CBJ,C,6,0,0,0,-2,20,-0.1,0,0,0,0,0,0,0,2,0.0,30,5:00,konopze01
David Krejčí,807,2007,20,BOS,C,6,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,2,0.0,26,4:24,krejcda01
Dan LaCouture,808,2007,29,NJD,LW,6,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0,,30,4:57,lacouda01
Bryce Lampman,809,2007,24,NYR,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,12,12:08,lampmbr01
Patrick Leahy,810,2007,27,NSH,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,5:46,leahypa01
David Liffiton,811,2007,22,NYR,D,2,0,0,0,1,7,0.1,0,0,0,0,0,0,0,2,0.0,23,11:31,liffida01
Reed Low,812,2007,30,CHI,RW,6,0,0,0,-1,31,-0.1,0,0,0,0,0,0,0,0,,21,3:33,lowre01
Derek MacKenzie,813,2007,25,ATL,C,4,0,0,0,1,0,0.0,0,0,0,0,0,0,0,3,0.0,20,5:00,mackede01
Tomi Mäki,814,2007,23,CGY,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,10:56,makito01
Tomáš Malec,815,2007,24,OTT,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,15,14:47,malecto01
Richard Matvichuk,816,2007,33,NJD,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,13,12:45,matviri01
Darren McCarty,817,2007,34,CGY,RW,32,0,0,0,-3,58,-0.5,0,0,0,0,0,0,0,15,0.0,173,5:24,mccarda02
Nathan McIver,818,2007,22,VAN,D,1,0,0,0,-3,7,-0.2,0,0,0,0,0,0,0,0,,11,11:20,mcivena01
Jay McKee,819,2007,29,STL,D,23,0,0,0,-9,12,-0.3,0,0,0,0,0,0,0,19,0.0,465,20:14,mckeeja01
Derek Meech,820,2007,22,DET,D,4,0,0,0,1,2,0.1,0,0,0,0,0,0,0,3,0.0,23,5:47,meechde01
Alexei Mikhnov,821,2007,24,EDM,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,14,6:52,mikhnal01
Ian Moran,822,2007,34,ANA,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,6,6:06,morania01
Jason Morgan,823,2007,30,MIN,C,4,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,0,,30,7:29,morgaja01
Filip Novák,824,2007,24,CBJ,D,6,0,0,0,1,2,0.2,0,0,0,0,0,0,0,3,0.0,60,9:55,novakfi01
Ryan Parent,825,2007,19,PHI,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,14,14:10,parenry01
Serge Payer,826,2007,27,OTT,C,5,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,35,7:01,payerse01
Rod Pelley,827,2007,22,NJD,C,9,0,0,0,-3,0,-0.3,0,0,0,0,0,0,0,8,0.0,99,11:00,pellero02
Tuomas Pihlman,828,2007,24,NJD,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,13,6:32,pihlmtu01
Joe Piskula,829,2007,22,LAK,D,5,0,0,0,-3,6,-0.2,0,0,0,0,0,0,0,4,0.0,50,9:59,piskujo01
Tomáš Plíhal,830,2007,23,SJS,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,10,0.0,29,9:44,plihato01
Roman Polák,831,2007,20,STL,D,19,0,0,0,-3,6,0.0,0,0,0,0,0,0,0,13,0.0,259,13:38,polakro01
Vojtěch Polák,832,2007,21,DAL,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,15,7:43,polakvo01
Benoît Pouliot,833,2007,20,MIN,LW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,21,6:58,poulibe01
David Printz,834,2007,26,PHI,D,12,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,1,0.0,79,6:33,printda01
Brandon Prust,835,2007,22,CGY,C,10,0,0,0,1,25,-0.1,0,0,0,0,0,0,0,1,0.0,61,6:03,prustbr01
Deron Quint,836,2007,30,NYI,D,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,53,10:34,quintde01
Steve Regier,837,2007,22,NYI,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,5,4:41,regiest01
Brandon Reid,838,2007,25,VAN,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,8,0.0,35,11:43,reidbr01
Darren Reid,839,2007,23,PHI,RW,14,0,0,0,-7,18,-0.5,0,0,0,0,0,0,0,8,0.0,114,8:11,reidda03
Erik Reitz,840,2007,24,MIN,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,11,10:36,reitzer01
Aaron Rome,841,2007,23,ANA,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,15,14:31,romeaa01
Rick Rypien,842,2007,22,VAN,C,2,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,10,4:46,rypieri01
Rob Schremp,843,2007,20,EDM,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,14,13:50,schrero01
Jesse Schultz,844,2007,24,VAN,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,20,10:09,schulje01
Andrej Sekera,845,2007,20,BUF,D,2,0,0,0,1,2,0.1,0,0,0,0,0,0,0,0,,15,7:31,sekeran01
Jonathan Sigalet,846,2007,20,BOS,D,1,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,1,0.0,15,14:41,sigaljo02
Nathan Smith,847,2007,24,VAN,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,8:45,smithna02
David Steckel,848,2007,24,WSH,LW,5,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,4,0.0,62,12:26,steckda01
Shay Stephenson,849,2007,23,LAK,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,15,7:19,stephsh01
Jason Strudwick,850,2007,31,NYR,D,8,0,0,0,0,2,0.1,0,0,0,0,0,0,0,3,0.0,109,13:40,strudja01
Alexander Suglobov,851,2007,25,TOR,RW,14,0,0,0,-6,4,-0.5,0,0,0,0,0,0,0,17,0.0,104,7:25,sugloal01
Barry Tallackson,852,2007,23,NJD,RW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,36,12:06,tallaba01
Nate Thompson,853,2007,22,BOS,C,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,19,4:46,thompna01
Lauri Tukonen,854,2007,20,LAK,RW,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,26,6:33,tukonla01
Ben Walter,855,2007,22,BOS,C,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,25,6:11,waltebe01
Kyle Wanvig,856,2007,26,TBL,RW,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,21,5:12,wanviky01
Erik Westrum,857,2007,27,TOR,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,7,3:31,westrer01
Bryan Young,858,2007,20,EDM,D,15,0,0,0,-8,10,-0.4,0,0,0,0,0,0,0,2,0.0,152,10:06,youngbr02
